ReferenceID,BibliographicReference,ReferenceYear
REF440,"""Haddad K. et al. (2020). On track to becoming a cosmopolitan invasive species: First record of the box tree moth Cydalima perspectalis (Lepidoptera: Crambidae) in the African continent. Entomologia Hellenica. 29: 27-32""",2020
REF441,"""Haggis M. (1986). Distribution of the African armyworm Spodoptera exempta (Walker)(Lepidoptera: Noctuidae) and the frequency of larval outbreaks in Africa and Arabia. Bulletin of Entomological Research. 76(1): 151-170""",1986
REF442,"""Haidari H. (1956). The biology and control of the cotton leaf perforator. [Master of Sciences Thesis The University of Arizona]""",1956
REF443,"""Haines W. et al. (2011). A New Record of the Fruit Piercing Moth Oraesia excavata (Butler)(Erebidae: Calpinae: Calpini) for Hawaii and the United States. The Journal of the Lepidopterists Society. 65(1): 53-57""",2011
REF444,"""Halloran K. Wason E. (2013). ""Papilio polytes"" (On-line) Animal Diversity Web. University of Michigan. Michigan United States of America. Available at: https://animaldiversity.org/accounts/Papilio_polytes/""",2013
REF445,"""Hamlin J. (1923). Seasonal adaptation of a northern hemisphere insect to the southern hemisphere. Journal of Economic Entomology. 16(5): 420-423""",1923
REF446,"""Hampson G. (1898). On a collection of Heterocera made in the Transvaal. Annals and Magazine of Natural History. 7(2): 158-164""",1989
REF447,"""Hampson G. (1901). Lepidoptera - Phalaenae of the Bahamas. Annals of Natural History. 7: 246-261""",1901
REF448,"""Hampson G. (1917). A classification of the Pyralidae subfamily Gallerianae. Novitates Zoologicae. 24(1): 17-58""",1917
REF449,"""Handfield L. et al. (1997). Liste des lepidopteres du Quebec et du Labrador. Fabreries Supplement 7""",1997
REF450,"""Handfield L. Handfield D. (2010). Cucullia umbratica (Lepidoptera Noctuidae) a new European noctuid in North America. ZooKeys. 39: 183-186""",2010
REF451,"""Handfield L. Handfield D. (2021). A revision of the Canadian species of the Genus Herpetogramma Lederer 1863 (Lepidoptera: Crambidae: Spilomelinae: Herpetogrammatini) with descriptions of three new species. Bonn Zoological Bulletin. 70(1): 173-199""",2021
REF452,"""Hang D. et al. (2020). First record of fall armyworm Spodoptera frugiperda (J.E. Smith) (Lepidoptera: Noctuidae) on maize in Viet Nam. Zootaxa. 4772(2): 396-400""",2020
REF453,"""Hanif H. et al. (2013). First record of Deilephila elpenor L. moth from Chakwal Punjab Pakistan. International Journal of Fauna and Biological Studies. 3(2): 10-13""",2013
REF454,"""Hao J. et al. (2013). Complete mitogenomes of Euploea mulciber (Nymphalidae: Danainae) and Libythea celtis (Nymphalidae: Libytheinae) and their phylogenetic implications. International Scholarly Research Notices. 2013(1): 491636""",2013
REF455,"""Hao S. (2008). New Recorded Species of Pterophoridae from China (Lepidoptera: Pterophoridae). Sichuan Journal of Zoology. 27(5): 815-817""",2008
REF456,"""Hardy P. Lawrence J. (2017). Field guide to butterflies of the Philippines. Siri Scientific Press""",2017
REF457,"""Hardy R. (1982). The biology and behaviour of currant borer moth Synanthedon tipuliformis (Clerck)(Lepidoptera: Aegeriidae) in Tasmania. Australian Journal of Entomology. 21(2): 103-109""",1982
REF458,"""Hardy R. (1983). The Biology and Behaviour of the Clover Seed Moth Coleophora frischella (Lepidoptera: Coleophoridae) in Tasmania. Journal of the Australian Entomological Society. 22: 7-14""",1983
REF459,"""Harris K. (1990). Keynote address: bioecology of Chilo species. International Journal of Tropical Insect Science. 11(4): 467-477""",1990
REF460,"""Harris P. (1958). Life-History and Natural Control in British Columbia of Ocnerostoma piniariella Zell.(Lepidoptera: Yponomeutidae) a Needle Miner on White Pine. The Canadian Entomologist. 90(10): 627-631""",1958
REF461,"""Harrison T. et al. (2016). Depressaria depressana (Fabricius)(Depressariidae) new to the Midwestern USA. The Journal of the Lepidopterists Society. 70(2): 169-173""",2016
REF462,"""Harvey J. Gols R. (2011). Development of Mamestra brassicae and its solitary endoparasitoid Microplitis mediator on two populations of the invasive weed Bunias orientalis. Population Ecology 53(4) 587-596""",2011
REF463,"""Haseler W. (1966). The Status of Insects Introduced for the Biological Control of Weeds in Queensland. Australian Journal of Entomology. 5(1): 1-4""",1966
REF464,"""Hashimoto K. Ohgushi T. (2017). How do two specialist butterflies determine growth and biomass of a shared host plant?. Population Ecology. 59: 17-27""",2017
REF465,"""Hausmann A. Viidalepp J. (2012). The Geometrid Moths of Europe Volume: 3 - Larentinae I. Apollo Books""",2012
REF466,"""Haxaire J. (2020). A new species of the genus Sphecodina Blanchard 1840 from north Thailand Chiang Mai province (Lepidoptera Sphingidae Macroglossinae). The European Entomologist Vol. 12 No 4""",2020
REF467,"""Hayden J. (2017). A Shoemaker Butterfly Prepona laertes (Lepidoptera: Nymphalidae):Department of Entomology and Nematology UF/IFAS - EDIS: EENY684""",2017
REF468,"""Hayden J. (2019). Syngamia florella (Stoll) the orange-spotted flower moth (Lepidoptera: Crambidae: Spilomelinae). FDACS-P-02105 440""",2019
REF469,"""Hayden J. et al. (2013). Digital Identification of Microlepidoptera on Solanaceae. USDA-APHIS-PPQ Identification Technology Program (ITP). Fort Collins CO. Available at: https://idtools.org/microlep_solan/""",2013
REF470,"""Hayden J. Buss L. (2012). Olive shootworm (Palpita persimilis) in Florida. Florida Department of Agriculture and Consumer Services - Division of Plant Industry - Entomology Circular. 426""",2012
REF471,"""Hayden J. Landry J. (2020). Arcola malloi (Pastrana) the alligatorweed stemborer a new synonym of Macrorrhinia endonephele (Hampson)(Lepidoptera: Pyralidae: Phycitinae). Insecta Mundi. 768: 1-25""",2020
REF472,"""Hayden J. Minno M. (2016). A persistent population of Hodebertia testalis a milkweed leaftier in Florida (Pyraloidea: Spilomelinae). News of The Lepidopterists Society. 58(4): 166-170""",2016
REF473,"""Hayden J. Troubridge J. (2015). Nacoleia charesalis (Walker) spreading in Florida. News of the Lepidopterists Society. 57(1): 8-10""",2015
REF474,"""He L. et al. (2021). Ambient Humidity Affects Development Survival and Reproduction of the Invasive Fall Armyworm Spodoptera frugiperda (Lepidoptera: Noctuidae) in China. Journal of Economic Entomology. 114(3): 1145-1158""",2021
REF475,"""Heard T. et al. (2010). Biology host specificity release and establishment of Macaria pallidata and Leuciris fimbriaria (Lepidoptera: Geometridae) biological control agents of the weed Mimosa pigra. Biological Control. 55: 248-255""",2010
REF476,"""Heard T. Paynter Q. (2009). Mimosa pigra (Leguminosae). In: Biological control of tropical weeds using arthropods. Cambridge University Press Cambridge UK. 256-273""",2009
REF477,"""Heckford R. (1986). A specimen of the Adoxophyes privatana (Walker) species-group (Lepidoptera: Tortricidae) bred from imported orchids. Entomologists Gazette. 37: 196""",1986
REF478,"""Heckford R. Beavan S. (2020). Discovery in Cornwall England of the larva of the Tasmanian species Barea asbolaea (Meyrick 1883)(Lepidoptera: Oecophoridae) together with an account of all the early stages. Entomologists Gazette. 71(2): 75-92""",2020
REF479,"""Heinrich C. (1956). Checklist of American Phycitinae. Bulletin of the United States National Museum. 207: 316-329""",1956
REF480,"""Heppner J. (1992). Biology and immature stages of the bromeliad pod borer Epimorius testaceellus in Florida (Lepidoptera: Pyralidae: Galleriinae). Tropical Lepidoptera Research. 3(1): 57-62""",1992
REF481,"""Heppner J. (1993). Citrus leafminer Phyllocnistis citrella in Florida (Lepidoptera: Gracillariidae: Phyllocnistinae). Tropical Lepididoptera. 4: 49-64""",1993
REF482,"""Heppner J. (1993). Citrus Leafminer Phyllocnistis citrella Stainton (Lepidoptera: Gracillariidae: Phyllocnistinae). Pest Alert - Florida Department of Agriculture and Consumer Services Division of Plant Industry. DACS-P-01669""",1993
REF483,"""Heppner J. Frank J. (1999). Bromeliad Pod Borer Epimorius testaceellus Ragonot (Insecta: Lepidoptera: Pyralidae). EENY-040/IN167 5/1999. EDIS 1999""",1999
REF484,"""Higgins L. (1977). The speckled wood (Pararge aegeria) in Madeira. Boletim do Museu Municipal do Funchal. 29: 26-32""",1977
REF485,"""Hight S. et al. (2002).Expanding Geographical Range of Cactoblastis catorum (Lepidoptera: Pyralidae) in North America. Florida Entomologist. 85(3): 527-529""",2002
REF486,"""Hill L. (2015). Eggfruit caterpillar'Sceliodes cordalis'(Doubleday)(Lepidoptera: Pyralidae) a vagrant moth and indicator for likelihood of Queensland fruit fly establishment in Tasmania?. Plant Protection Quarterly. 30(1): 27-39""",2015
REF487,"""Hill R. et al. (1995). Suitability of Agonopterix ulicetella (Lepidoptera: Oecophoridae) as a Control for Ulex europaeus. Biocontrol Science and Technology. 5: 3-10""",1995
REF488,"""Hill R. Gourlay A. (2002). Host-range testing introduction and establishment of Cydia succedana (Lepidoptera: Tortricidae) for biological control of gorse Ulex europaeus L. in New Zealand. Biological Control. 25(2): 173-186""",2002
REF489,"""Hinojosa J. et al. (2019). A mirage of cryptic species: genomics uncover striking mitonuclear discordance in the butterfly Thymelicus sylvestris. Molecular Ecology. 28(17): 3857-3868""",2019
REF490,"""Hirai N. et al. (2011). Effects of photoperiod and temperature on development and diapause in a noctuid moth Asota ficus (Fabricius)(Lepidoptera: Noctuidae) of the Osaka population. Lepidoptera Science. 62(4): 166-174""",2011
REF491,"""Hizal E. (2012). Two Invasive Alien Insect Species Leptoglossus occidentals (Heteroptera: Coreidae) and Cydalima perspectalis (Lepidoptera: Crambidae) and their Distribution and Host Plants in Istanbul Province Turkey. Florida Entomologist. 95(2): 344-349""",2012
REF492,"""Hizal E. et al. (2012). The New Pest Cydalima perspectalis (Walker 1859) (Lepidoptera: Crambidae) in Turkey. Journal of Animal and Veterinary Advances. 1(3): 400-403""",2012
REF493,"""Hoare R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47""",2001
REF494,"""Hoare R. (2005): Hierodoris (Insecta: Lepidoptera: Gelechoidea: Oecophoridae) and overview of Oecophoridae. Fauna of New Zealand. 54""",2005
REF495,"""Hoare R. (2011). Lepidoptera of gumland heaths - a threatened and rare ecosystem of northern New Zealand. New Zealand Entomologist. 34(1): 67-76""",2011
REF496,"""Hoare R. (2017). Noctuinae (Insecta: Lepidoptera: Noctuidae) part 1: Austramathes Cosmodes Proteuxoa Physetica. Lincoln N.Z. : Landcare Research""",2017
REF497,"""Hoare R. et al. (2019). A new leaf-mining moth from New Zealand Sabulopteryxbotanica sp. nov.(Lepidoptera Gracillariidae Gracillariinae) feeding on the rare endemic shrub Teucriumparvifolium (Lamiaceae) with a revised checklist of New Zealand Gracillariidae. ZooKeys. 865: 39""",2019
REF498,"""Hoare R. Hudson N. (2018). Adventive moths (Lepidoptera) established in mainland New Zealand: additions and new identifications since 2001. The Australian Entomologist. 45(3): 273-324""",2018
REF499,"""Hoddle M. Hoddle C. (2008). Bioecology of Stenoma catenifer (Lepidoptera: Elachistidae) and associated larval parasitoids reared from Hass avocados in Guatemala. Journal of Economic Entomology. 101(3): 692-698""",2008
REF500,"""Hodges R. (1964). A new species of Crasimorpha reared from Schinus. Proceedings of the Entomological Society of Washington. 65: 303-305""",1964
REF501,"""Hodges R. (1966). Review of New World Species of Batrachedra with Description of Three New Genera (Lepidoptera: Gelechioidea). Transactions of the American Entomological Society. 92(4): 585-651""",1966
REF502,"""Hodges R. (1969). Nearctic Walshiidae: notes and new taxa (Lepidoptera: Gelechioidea). Smithsonian Contributions To Zoology. 18: 1-30""",1969
REF503,"""Hoebeke E. (1987). Yponomeuta cagnagella (Lepidoptera: Yponomeutidae): A palearctic ermine moth in the United States with notes on its recognition seasonal history and habits. Annals of the Entomological Society of America. 80(4): 462-467""",1987
REF504,"""Hoebeke E. et al. (1993). Coleophora colutella (Lepidoptera: Coleophoridae): a Palearctic pest of crownvetch Coronilla varia (Fabaceae) new to North America. Annals of the Entomological Society of America. 86(2): 134-141""",1993
REF505,"""Hoebeke E.et al. (2008). Archips xylosteana (L.)(Lepidoptera: Tortricidae) a palearctic leafroller new to North America. Proceedings of the Entomological Society of Washington. 110(3): 789-795""",2008
REF506,"""Hoffmann J. (1986). Evidence that the two currently recognized nominal species of Tucumania Dyar (Lepidoptera: Phycitidae) are not distinct. Journal of the Entomological Society of Southern Africa. 49(2): 267-274""",1986
REF507,"""Holland P. et al. (2023). The genome sequence of the Sulphur Tubic Esperia sulphurella (Fabricius 1775). Wellcome Open Research. 8: 156""",2023
REF508,"""Holloway J. (1982). Further notes on the Lepidoptera of Norfolk Island with particular reference to migrant species. Journal of Natural History. 16(3): 351-365""",1982
REF509,"""Holloway J. (1985). Moths of Borneo 14. Family Noctuidae. Subfamily: Euteliinae Stictopterinae Plusinae Pantheinae. Malayan Nature Journal. Available at: https://www.mothsofborneo.com/part-14/index.htm""",1985
REF510,"""Holloway J. (1987). Moths of Borneo 3. Superfamily Bombycoidea: Families Lasiocampidae Eupterotidae Bombycidae Brahmaeidae Saturnidae Sphingidae. Southene Sdn Bhd. Available at: https://www.mothsofborneo.com/part-3/""",1987
REF511,"""Holloway J. (1993). Moths of Borneo 11. Family Geometridae. Subfamily: Ennominae. Southdene Sdn. Available at: https://www.mothsofborneo.com/part-11/index.htm""",1993
REF512,"""Holloway J. (1997). The Moths of Borneo Part 10 Geometridae Subfamilies: Sterrhinae and Larentiinae. Southdene Sdn Bhd. Available online at: https://www.mothsofborneo.com/part-10/index.htm""",1997
REF513,"""Holloway J. (1999). The Moths of Borneo Part 18 Nolidae Subfamilies: Sterrhinae and Larentiinae. Southdene Sdn Bhd. Available online at: https://www.mothsofborneo.com/part-18/index.htm""",1999
REF514,"""Holloway J. (2005). The Moths of Borneo Parts 15 & 16 Noctuidae: Catocalinae. Southdene Sdn Bhd. Available online at: https://www.mothsofborneo.com/part-15-16/index.htm""",2005
REF515,"""Holloway J. (2009). Moths of Borneo 13. Family Noctuidae subfamilies Pantheinae (part) Bagisarinae Acontiinae Aediinae Eustrotiinae Bryophilinae Araeopteroinae Aventiinae Eublemminae and further miscellaneous genera. Malayan Nature Journal. 62 (1) : 1-240 Available online at: https://www.mothsofborneo.com/part-13/""",2009
REF516,"""Holloway J. (2024). Moths of Borneo 12. Family Notuidae Trifine. Subfamilies: Noctuinae Heliothinae Hadeninae Acronictinae Amphipyrinae Agaristinae. Southdene Sdn. Available at: https://www.mothsofborneo.com/part-12/index.htm""",2024
REF517,"""Holloway J. Miller S. (2003). The composition generic placement and host-plant relationships of the joviana-group in the Parallelia generic complex (Lepidoptera: Noctuidae Catocalinae). Invertebrate Systematics. 17(1): 111-128""",2003
