Species;Area;Realm;Cryptogenic;Introduced;Dispersal;Established;Eradicated;Intentional_Release;Year;Reference Year;Reference
Cydia medicaginis;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydia millenniana;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydia pactolana;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cydia splendana;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Cynthia cardui;Venezuela;Neotropical;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Dendrolimus superans;Sweden;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Dendrolimus superans;Mongolia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Dendrolimus superans;Kazakhstan;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Diplopseustis perieresalis;Germany;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Diplopseustis perieresalis;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Diplopseustis perieresalis;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Diplopseustis perieresalis;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Dryadaula pactolia;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Dryadaula pactolia;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Dryadaula pactolia;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Duponchelia fovealis;Sweden;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Duponchelia fovealis;Germany;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Duponchelia fovealis;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Duponchelia fovealis;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Duponchelia fovealis;Poland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Duponchelia fovealis;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Eilema caniola;Slovenia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Eilema caniola;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Eilema caniola;Austria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Elophila manilensis;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Elophila manilensis;Czechia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Elophila manilensis;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Endrosis sarcitrella;Estonia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Endrosis sarcitrella;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Endrosis sarcitrella;Sweden;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;Slovenia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;Poland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;Russia Asia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;Bulgaria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;Cyprus;Saharo-Arabian;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;Estonia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;Austria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;Japan;Sino-Japanese;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;Germany;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia elutella;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;South Africa;Afrotropical;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;Estonia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;Poland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;Mongolia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;Germany;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;Japan;Sino-Japanese;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;Bulgaria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;Austria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;Slovenia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;Cyprus;Saharo-Arabian;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Ephestia kuehniella;Russia Asia;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Epichoristodes acerbella;Netherlands;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Epichoristodes acerbella;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Epichoristodes acerbella;Denmark;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Epinotia cedricida;Austria;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Epinotia cedricida;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Epinotia nanana;Italy;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Epinotia nanana;United States;Nearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Epinotia nigricana;Norway;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Epinotia nigricana;Italy;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Epiphyas postvittana;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Epiphyas postvittana;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Epiphyas postvittana;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Erannis defoliaria;Moldova;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Erannis defoliaria;Ireland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Erannis defoliaria;Iceland;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Eratophyes amasiella;France;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Eratophyes amasiella;Sweden;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Erionota torus;Japan;Sino-Japanese;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Erionota torus;China;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
Euchromia lethe;United Kingdom;Palearctic;;1.0;;1.0;0.0;;;2020;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
